Checker,Path,Line,Column,Message,Tool,End_Line,End_Column,tool,checker,rule
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",common.c,2359,89,"statement should be inside braces",clang_tidy_oss,2359,89,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",common.c,2361,90,"statement should be inside braces",clang_tidy_oss,2361,90,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",common.c,2363,92,"statement should be inside braces",clang_tidy_oss,2363,92,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",common.c,2365,92,"statement should be inside braces",clang_tidy_oss,2365,92,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",common.c,2367,92,"statement should be inside braces",clang_tidy_oss,2367,92,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",common.c,2373,97,"statement should be inside braces",clang_tidy_oss,2373,97,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",common.c,2375,99,"statement should be inside braces",clang_tidy_oss,2375,99,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",common.c,2377,100,"statement should be inside braces",clang_tidy_oss,2377,100,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",common.c,2392,47,"statement should be inside braces",clang_tidy_oss,2392,47,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
cert-err33-c,common.c,2397,12,"the value returned by this function should be used",clang_tidy_oss,2397,12,clang_tidy_oss,cert-err33-c,ERR33-C
cert-err33-c,common.c,2398,12,"the value returned by this function should be used",clang_tidy_oss,2398,12,clang_tidy_oss,cert-err33-c,ERR33-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",common.c,2400,33,"statement should be inside braces",clang_tidy_oss,2400,33,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",common.c,2403,49,"statement should be inside braces",clang_tidy_oss,2403,49,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",common.c,2405,49,"statement should be inside braces",clang_tidy_oss,2405,49,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",common.c,2407,49,"statement should be inside braces",clang_tidy_oss,2407,49,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",common.c,2409,49,"statement should be inside braces",clang_tidy_oss,2409,49,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",common.c,2411,49,"statement should be inside braces",clang_tidy_oss,2411,49,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",common.c,2413,50,"statement should be inside braces",clang_tidy_oss,2413,50,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",common.c,2416,95,"statement should be inside braces",clang_tidy_oss,2416,95,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",common.c,2418,100,"statement should be inside braces",clang_tidy_oss,2418,100,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",common.c,2420,100,"statement should be inside braces",clang_tidy_oss,2420,100,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",common.c,2423,51,"statement should be inside braces",clang_tidy_oss,2423,51,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
hicpp-signed-bitwise,common.c,2424,9,"use of a signed integer operand with a binary bitwise operator",clang_tidy_oss,2424,24,clang_tidy_oss,hicpp-signed-bitwise,INT13-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",common.c,2425,56,"7 is a magic number; consider replacing it with a named constant",clang_tidy_oss,2425,56,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",common.c,2426,39,"7 is a magic number; consider replacing it with a named constant",clang_tidy_oss,2426,39,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",common.c,2435,55,"statement should be inside braces",clang_tidy_oss,2435,55,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
cert-err33-c,common.c,2440,16,"the value returned by this function should be used",clang_tidy_oss,2440,16,clang_tidy_oss,cert-err33-c,ERR33-C
cert-err33-c,common.c,2441,16,"the value returned by this function should be used",clang_tidy_oss,2441,16,clang_tidy_oss,cert-err33-c,ERR33-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",common.c,2443,37,"statement should be inside braces",clang_tidy_oss,2443,37,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",common.c,2447,39,"statement should be inside braces",clang_tidy_oss,2447,39,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",common.c,2449,17,"statement should be inside braces",clang_tidy_oss,2449,17,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
cert-err33-c,common.c,2452,13,"the value returned by this function should be used",clang_tidy_oss,2452,13,clang_tidy_oss,cert-err33-c,ERR33-C
cert-err33-c,common.c,2453,13,"the value returned by this function should be used",clang_tidy_oss,2453,13,clang_tidy_oss,cert-err33-c,ERR33-C
cert-err33-c,common.c,2460,11,"the value returned by this function should be used",clang_tidy_oss,2460,11,clang_tidy_oss,cert-err33-c,ERR33-C
cert-err33-c,common.c,2461,11,"the value returned by this function should be used",clang_tidy_oss,2461,11,clang_tidy_oss,cert-err33-c,ERR33-C
cert-err33-c,common.c,2502,11,"the value returned by this function should be used",clang_tidy_oss,2502,11,clang_tidy_oss,cert-err33-c,ERR33-C
cert-err33-c,common.c,2503,11,"the value returned by this function should be used",clang_tidy_oss,2503,11,clang_tidy_oss,cert-err33-c,ERR33-C
cert-err33-c,common.c,2515,11,"the value returned by this function should be used",clang_tidy_oss,2515,11,clang_tidy_oss,cert-err33-c,ERR33-C
cert-err33-c,common.c,2516,11,"the value returned by this function should be used",clang_tidy_oss,2516,11,clang_tidy_oss,cert-err33-c,ERR33-C
cppcoreguidelines-init-variables,common.c,2532,11,"variable 'conversion_error' is not initialized",clang_tidy_oss,2532,11,clang_tidy_oss,cppcoreguidelines-init-variables,EXP33-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",common.c,2535,31,"statement should be inside braces",clang_tidy_oss,2535,31,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",common.c,2543,30,"statement should be inside braces",clang_tidy_oss,2543,30,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
clang-analyzer-deadcode.DeadStores,common.c,2549,11,"Value stored to 'conversion_error' is never read",clang_tidy_oss,2549,71,clang_tidy_oss,clang-analyzer-deadcode.DeadStores,MSC13-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",common.c,2557,30,"statement should be inside braces",clang_tidy_oss,2557,30,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",common.c,2575,26,"statement should be inside braces",clang_tidy_oss,2575,26,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
cert-err33-c,common.c,2582,5,"the value returned by this function should be used",clang_tidy_oss,2582,5,clang_tidy_oss,cert-err33-c,ERR33-C
cert-err33-c,common.c,2583,5,"the value returned by this function should be used",clang_tidy_oss,2583,5,clang_tidy_oss,cert-err33-c,ERR33-C
concurrency-mt-unsafe,common.c,2593,28,"function is not thread safe",clang_tidy_oss,2593,28,clang_tidy_oss,concurrency-mt-unsafe,CON33-C
cert-err33-c,common.c,2594,7,"the value returned by this function should be used",clang_tidy_oss,2594,7,clang_tidy_oss,cert-err33-c,ERR33-C
cert-err33-c,common.c,2595,7,"the value returned by this function should be used",clang_tidy_oss,2595,7,clang_tidy_oss,cert-err33-c,ERR33-C
concurrency-mt-unsafe,common.c,2603,28,"function is not thread safe",clang_tidy_oss,2603,28,clang_tidy_oss,concurrency-mt-unsafe,CON33-C
cert-err33-c,common.c,2604,7,"the value returned by this function should be used",clang_tidy_oss,2604,7,clang_tidy_oss,cert-err33-c,ERR33-C
cert-err33-c,common.c,2605,7,"the value returned by this function should be used",clang_tidy_oss,2605,7,clang_tidy_oss,cert-err33-c,ERR33-C
hicpp-signed-bitwise,common.c,2612,11,"use of a signed integer operand with a binary bitwise operator",clang_tidy_oss,2612,24,clang_tidy_oss,hicpp-signed-bitwise,INT13-C
concurrency-mt-unsafe,common.c,2615,30,"function is not thread safe",clang_tidy_oss,2615,30,clang_tidy_oss,concurrency-mt-unsafe,CON33-C
cert-err33-c,common.c,2616,9,"the value returned by this function should be used",clang_tidy_oss,2616,9,clang_tidy_oss,cert-err33-c,ERR33-C
cert-err33-c,common.c,2617,9,"the value returned by this function should be used",clang_tidy_oss,2617,9,clang_tidy_oss,cert-err33-c,ERR33-C
readability-identifier-length,common.c,2622,24,"parameter name 'f' is too short, expected at least 3 characters",clang_tidy_oss,2622,24,clang_tidy_oss,readability-identifier-length,NONE
readability-isolate-declaration,common.c,2624,4,"multiple declarations in a single statement reduces readability",clang_tidy_oss,2624,23,clang_tidy_oss,readability-isolate-declaration,DCL04-C
cppcoreguidelines-init-variables,common.c,2624,8,"variable 'c_trail' is not initialized",clang_tidy_oss,2624,8,clang_tidy_oss,cppcoreguidelines-init-variables,EXP33-C
cppcoreguidelines-init-variables,common.c,2624,17,"variable 'c_lead' is not initialized",clang_tidy_oss,2624,17,clang_tidy_oss,cppcoreguidelines-init-variables,EXP33-C
cppcoreguidelines-init-variables,common.c,2625,11,"variable 'wc' is not initialized",clang_tidy_oss,2625,11,clang_tidy_oss,cppcoreguidelines-init-variables,EXP33-C
readability-identifier-length,common.c,2625,11,"variable name 'wc' is too short, expected at least 3 characters",clang_tidy_oss,2625,11,clang_tidy_oss,readability-identifier-length,NONE
bugprone-assignment-in-if-condition,common.c,2627,41,"an assignment within an 'if' condition is bug-prone",clang_tidy_oss,2627,41,clang_tidy_oss,bugprone-assignment-in-if-condition,EXP45-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",common.c,2627,67,"statement should be inside braces",clang_tidy_oss,2627,67,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
hicpp-signed-bitwise,common.c,2631,7,"use of a signed integer operand with a binary bitwise operator",clang_tidy_oss,2631,13,clang_tidy_oss,hicpp-signed-bitwise,INT13-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",common.c,2631,18,"8 is a magic number; consider replacing it with a named constant",clang_tidy_oss,2631,18,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
hicpp-signed-bitwise,common.c,2634,7,"use of a signed integer operand with a binary bitwise operator",clang_tidy_oss,2634,12,clang_tidy_oss,hicpp-signed-bitwise,INT13-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",common.c,2634,17,"8 is a magic number; consider replacing it with a named constant",clang_tidy_oss,2634,17,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
readability-identifier-length,common.c,2640,27,"parameter name 'wc' is too short, expected at least 3 characters",clang_tidy_oss,2640,27,clang_tidy_oss,readability-identifier-length,NONE
readability-identifier-length,common.c,2640,37,"parameter name 'f' is too short, expected at least 3 characters",clang_tidy_oss,2640,37,clang_tidy_oss,readability-identifier-length,NONE
readability-isolate-declaration,common.c,2642,4,"multiple declarations in a single statement reduces readability",clang_tidy_oss,2642,23,clang_tidy_oss,readability-isolate-declaration,DCL04-C
cppcoreguidelines-init-variables,common.c,2642,8,"variable 'c_trail' is not initialized",clang_tidy_oss,2642,8,clang_tidy_oss,cppcoreguidelines-init-variables,EXP33-C
cppcoreguidelines-init-variables,common.c,2642,17,"variable 'c_lead' is not initialized",clang_tidy_oss,2642,17,clang_tidy_oss,cppcoreguidelines-init-variables,EXP33-C
hicpp-signed-bitwise,common.c,2645,23,"use of a signed integer operand with a binary bitwise operator",clang_tidy_oss,2645,33,clang_tidy_oss,hicpp-signed-bitwise,INT13-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",common.c,2645,28,"0xff00 is a magic number; consider replacing it with a named constant",clang_tidy_oss,2645,28,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
hicpp-signed-bitwise,common.c,2646,7,"use of a signed integer operand with a binary bitwise operator",clang_tidy_oss,2646,13,clang_tidy_oss,hicpp-signed-bitwise,INT13-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",common.c,2646,18,"8 is a magic number; consider replacing it with a named constant",clang_tidy_oss,2646,18,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
hicpp-signed-bitwise,common.c,2647,23,"use of a signed integer operand with a binary bitwise operator",clang_tidy_oss,2647,31,clang_tidy_oss,hicpp-signed-bitwise,INT13-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",common.c,2647,28,"0xff is a magic number; consider replacing it with a named constant",clang_tidy_oss,2647,28,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
hicpp-signed-bitwise,common.c,2649,22,"use of a signed integer operand with a binary bitwise operator",clang_tidy_oss,2649,32,clang_tidy_oss,hicpp-signed-bitwise,INT13-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",common.c,2649,27,"0xff00 is a magic number; consider replacing it with a named constant",clang_tidy_oss,2649,27,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
hicpp-signed-bitwise,common.c,2650,7,"use of a signed integer operand with a binary bitwise operator",clang_tidy_oss,2650,12,clang_tidy_oss,hicpp-signed-bitwise,INT13-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",common.c,2650,17,"8 is a magic number; consider replacing it with a named constant",clang_tidy_oss,2650,17,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
hicpp-signed-bitwise,common.c,2651,24,"use of a signed integer operand with a binary bitwise operator",clang_tidy_oss,2651,32,clang_tidy_oss,hicpp-signed-bitwise,INT13-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",common.c,2651,29,"0xff is a magic number; consider replacing it with a named constant",clang_tidy_oss,2651,29,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",common.c,2655,65,"statement should be inside braces",clang_tidy_oss,2655,65,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
readability-function-cognitive-complexity,common.c,2661,8,"function 'd2u_putwc' has cognitive complexity of 30 (threshold 25)",clang_tidy_oss,2661,8,clang_tidy_oss,readability-function-cognitive-complexity,NONE
readability-identifier-length,common.c,2661,25,"parameter name 'wc' is too short, expected at least 3 characters",clang_tidy_oss,2661,25,clang_tidy_oss,readability-identifier-length,NONE
readability-identifier-length,common.c,2661,35,"parameter name 'f' is too short, expected at least 3 characters",clang_tidy_oss,2661,35,clang_tidy_oss,readability-identifier-length,NONE
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",common.c,2663,20,"8 is a magic number; consider replacing it with a named constant",clang_tidy_oss,2663,20,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
cppcoreguidelines-init-variables,common.c,2666,11,"variable 'len' is not initialized",clang_tidy_oss,2666,11,clang_tidy_oss,cppcoreguidelines-init-variables,EXP33-C
readability-isolate-declaration,common.c,2672,6,"multiple declarations in a single statement reduces readability",clang_tidy_oss,2672,25,clang_tidy_oss,readability-isolate-declaration,DCL04-C
cppcoreguidelines-init-variables,common.c,2672,10,"variable 'c_trail' is not initialized",clang_tidy_oss,2672,10,clang_tidy_oss,cppcoreguidelines-init-variables,EXP33-C
cppcoreguidelines-init-variables,common.c,2672,19,"variable 'c_lead' is not initialized",clang_tidy_oss,2672,19,clang_tidy_oss,cppcoreguidelines-init-variables,EXP33-C
hicpp-signed-bitwise,common.c,2674,25,"use of a signed integer operand with a binary bitwise operator",clang_tidy_oss,2674,35,clang_tidy_oss,hicpp-signed-bitwise,INT13-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",common.c,2674,30,"0xff00 is a magic number; consider replacing it with a named constant",clang_tidy_oss,2674,30,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
hicpp-signed-bitwise,common.c,2675,9,"use of a signed integer operand with a binary bitwise operator",clang_tidy_oss,2675,15,clang_tidy_oss,hicpp-signed-bitwise,INT13-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",common.c,2675,20,"8 is a magic number; consider replacing it with a named constant",clang_tidy_oss,2675,20,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
hicpp-signed-bitwise,common.c,2676,25,"use of a signed integer operand with a binary bitwise operator",clang_tidy_oss,2676,33,clang_tidy_oss,hicpp-signed-bitwise,INT13-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",common.c,2676,30,"0xff is a magic number; consider replacing it with a named constant",clang_tidy_oss,2676,30,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
hicpp-signed-bitwise,common.c,2678,24,"use of a signed integer operand with a binary bitwise operator",clang_tidy_oss,2678,34,clang_tidy_oss,hicpp-signed-bitwise,INT13-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",common.c,2678,29,"0xff00 is a magic number; consider replacing it with a named constant",clang_tidy_oss,2678,29,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
hicpp-signed-bitwise,common.c,2679,9,"use of a signed integer operand with a binary bitwise operator",clang_tidy_oss,2679,14,clang_tidy_oss,hicpp-signed-bitwise,INT13-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",common.c,2679,19,"8 is a magic number; consider replacing it with a named constant",clang_tidy_oss,2679,19,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
hicpp-signed-bitwise,common.c,2680,26,"use of a signed integer operand with a binary bitwise operator",clang_tidy_oss,2680,34,clang_tidy_oss,hicpp-signed-bitwise,INT13-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",common.c,2680,31,"0xff is a magic number; consider replacing it with a named constant",clang_tidy_oss,2680,31,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",common.c,2682,65,"statement should be inside braces",clang_tidy_oss,2682,65,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",common.c,2690,17,"0xd800 is a magic number; consider replacing it with a named constant",clang_tidy_oss,2690,17,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",common.c,2690,36,"0xdc00 is a magic number; consider replacing it with a named constant",clang_tidy_oss,2690,36,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",common.c,2690,54,"0xdc00 is a magic number; consider replacing it with a named constant",clang_tidy_oss,2690,54,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",common.c,2690,72,"0xe000 is a magic number; consider replacing it with a named constant",clang_tidy_oss,2690,72,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
cert-err33-c,common.c,2691,7,"the value returned by this function should be used",clang_tidy_oss,2691,7,clang_tidy_oss,cert-err33-c,ERR33-C
cert-err33-c,common.c,2692,7,"the value returned by this function should be used",clang_tidy_oss,2692,7,clang_tidy_oss,cert-err33-c,ERR33-C
hicpp-signed-bitwise,common.c,2693,7,"use of a signed integer operand with a binary bitwise operator",clang_tidy_oss,2693,20,clang_tidy_oss,hicpp-signed-bitwise,INT13-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",common.c,2697,15,"0xd800 is a magic number; consider replacing it with a named constant",clang_tidy_oss,2697,15,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",common.c,2697,32,"0xdc00 is a magic number; consider replacing it with a named constant",clang_tidy_oss,2697,32,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",common.c,2702,15,"0xdc00 is a magic number; consider replacing it with a named constant",clang_tidy_oss,2702,15,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",common.c,2702,32,"0xe000 is a magic number; consider replacing it with a named constant",clang_tidy_oss,2702,32,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",common.c,2706,19,"0xd800 is a magic number; consider replacing it with a named constant",clang_tidy_oss,2706,19,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",common.c,2706,39,"0xdc00 is a magic number; consider replacing it with a named constant",clang_tidy_oss,2706,39,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
cert-err33-c,common.c,2707,10,"the value returned by this function should be used",clang_tidy_oss,2707,10,clang_tidy_oss,cert-err33-c,ERR33-C
cert-err33-c,common.c,2708,10,"the value returned by this function should be used",clang_tidy_oss,2708,10,clang_tidy_oss,cert-err33-c,ERR33-C
hicpp-signed-bitwise,common.c,2709,10,"use of a signed integer operand with a binary bitwise operator",clang_tidy_oss,2709,23,clang_tidy_oss,hicpp-signed-bitwise,INT13-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",common.c,2744,17,"0x10000 is a magic number; consider replacing it with a named constant",clang_tidy_oss,2744,17,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
hicpp-signed-bitwise,common.c,2745,18,"use of a signed integer operand with a binary bitwise operator",clang_tidy_oss,2745,32,clang_tidy_oss,hicpp-signed-bitwise,INT13-C
hicpp-signed-bitwise,common.c,2745,19,"use of a signed integer operand with a binary bitwise operator",clang_tidy_oss,2745,22,clang_tidy_oss,hicpp-signed-bitwise,INT13-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",common.c,2745,26,"0x03FF is a magic number; consider replacing it with a named constant",clang_tidy_oss,2745,26,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",common.c,2745,37,"10 is a magic number; consider replacing it with a named constant",clang_tidy_oss,2745,37,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
hicpp-signed-bitwise,common.c,2746,19,"use of a signed integer operand with a binary bitwise operator",clang_tidy_oss,2746,23,clang_tidy_oss,hicpp-signed-bitwise,INT13-C
"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",common.c,2746,27,"0x03FF is a magic number; consider replacing it with a named constant",clang_tidy_oss,2746,27,clang_tidy_oss,"cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers",DCL06-C
"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",common.c,2757,30,"statement should be inside braces",clang_tidy_oss,2757,30,clang_tidy_oss,"google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements",EXP19-C
concurrency-mt-unsafe,common.c,2778,10,"function is not thread safe",clang_tidy_oss,2778,10,clang_tidy_oss,concurrency-mt-unsafe,CON33-C
concurrency-mt-unsafe,common.c,2789,30,"function is not thread safe",clang_tidy_oss,2789,30,clang_tidy_oss,concurrency-mt-unsafe,CON33-C
cert-err33-c,common.c,2790,9,"the value returned by this function should be used",clang_tidy_oss,2790,9,clang_tidy_oss,cert-err33-c,ERR33-C
cert-err33-c,common.c,2791,9,"the value returned by this function should be used",clang_tidy_oss,2791,9,clang_tidy_oss,cert-err33-c,ERR33-C
hicpp-signed-bitwise,common.c,2794,7,"use of a signed integer operand with a binary bitwise operator",clang_tidy_oss,2794,20,clang_tidy_oss,hicpp-signed-bitwise,INT13-C
